reward/env_2,reward/env_9,reward/env_15,reward/env_0,reward/env_4,reward/env_3,reward/env_10,reward/env_8,reward/env_7,reward/env_5,reward/env_12,reward/env_14,reward/env_13,reward/env_11,reward/env_6,reward/env_1,train/n_updates,train/policy_gradient_loss,train/clip_range,train/loss,train/learning_rate,train/value_loss,train/clip_fraction,train/std,train/explained_variance,train/approx_kl,train/entropy_loss,time/total_timesteps,eval/success_rate,eval/mean_reward,eval/mean_ep_length
,,,,,,,,,,,843.1379686105635,,,,,,,,,,,,,,,,,,,
,,,830.0535982992138,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,372.1209769526958,,,,,,,,,,,,,,,,,,
,,,,,,,,,,795.2159489393149,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,380.32381030330487,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,850.999422547871,,,,,,,,,,,,,,,,
,,,,,,,,,187.1392589522559,,,,,,,,,,,,,,,,,,,,,
,,,,,596.2012212637813,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,398.9086818545147,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,348.83349323085383,,,,,,,,,,,,,,,,,
,,380.43034774090404,,,,,,,,,,,,,,7320,0.004773608552295627,0.2,21455.505859375,0.0003,40724.583799743654,0.191497802734375,0.22137098014354706,-0.15790855884552002,0.014687413,1.267970881704241,,,,
,,,,,,,,,,,,141.64380355524307,,,,,,,,,,,,,,,,,,
,,,,,,838.1847193679989,,,,,,,,,,,,,,,,,,,,,,,,
,1030.1503672359017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,814.2720063013774,,,,,,,,,,,,,,,,,,,,,,,
,,,,605.166677705647,,,,,,,,,,,,,,,,,,,,,,,,,,
638.0290791916624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,632.7967334872767,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,622.9363916026534,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,391.9796736612653,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,864.3318542855371,,,,,,,,,,,,,,,
,,,,,,,,,156.83662970497195,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,401.3489906378932,,,,,,,,,,,,,,,,
,,,,,597.3688789920927,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,808.50521950985,,,,,,,,,,,,,,,,,,,,,,
,,,,,,572.3353834054667,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,172.23774970775176,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,827.9426735112016,,,,,,,,,,,,,,,,,
,,412.0553879342294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.8980293267045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,831.7823599530436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1039.3355390319334,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,656.9142230601132,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,573.1670643142919,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,355.4505584503641,,,,,,,,,,,,,,,
,,,,,,,,,,,870.0656305485685,,,,,,,,,,,,,,,,,,,
,,,1297.618716356625,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,171.02868294069398,,,,,,,,,,,,,,,,,,,,,
,,,,,355.0844036271421,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,623.4461324968901,,,,,,,,,,,,,,,,
,,,,,,,,373.30236222161864,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,180.0360371548582,,,,,,,,,,,,,,,,,,
778.5636400498812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,385.6580791975268,,,,,,,,,,,,,,,,,
,,,,,,417.583384970661,,,,,,,,,,,,,,,,,,,,,,,,
,,,,584.622467556228,,,,,,,,,,,,,,,,,,,,,,,,,,
,,405.15193794317395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,598.3847427224558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,369.20669348991754,,,,,,,,,,,,,,,,,,,,
,,,,,,,636.6334014384568,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,594.0490759773254,,,,,,,,,,,,,,,,,,,
,,,,,,,,,138.2136900062607,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,840.0574322863835,,,,,,,,,,,,,,,
,,,650.8329803713133,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,337.74452383827975,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,407.37794024125117,,,,,,,,,,,,,,,,
,,,,,625.5935543077964,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,142.32206535060524,,,,,,,,,,,,,,,,,,
136.83963507000635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,600.8115024338092,,,,,,,,,,,,,,,,,
,,,,,,810.7668671404748,,,,,,,,,,,,,,,,,,,,,,,,
,,580.3924561624832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,588.2656054591309,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,24048000,0.55,776.1284307399999,58.97
,,,,,,,,,127.98373440476503,,,,,,,,,,,,,,,,,,,,,
,418.3719323181091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1067.1068438164098,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,585.5331519044236,,,,,,,,,,,,,,,
,,,,,,,817.6920953314486,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,857.4995503052272,,,,,,,,,,,,,,,,,,,
,,,620.1431805768909,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,386.3298316975037,,,,,,,,,,,,,,,,,,,,,,
,,,,,1038.8492568495883,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,162.24338253796037,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,613.9181120031357,,,,,,,,,,,,,,,,
596.7440063249442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,625.1185966212417,,,,,,,,,,,,,,,,,
,,,,,,,,,123.87840756203968,,,,,,,,,,,,,,,,,,,,,
,,409.3505121708532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1088.2891272998502,,,,,,,,,,,,,,,,,,,,,,,,
,,,,849.9080350441794,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,583.6973185637138,,,,,,,,,,,,,,,,,,,,,,,
,408.4969794647494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,394.0674917903154,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,827.0965740923536,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,652.9072948855452,,,,,,,,,,,,,,,
,,,367.42614932438045,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,591.3092921471748,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,156.9166430666648,,,,,,,,,,,,,,,,,,
,,,,,824.2626403453709,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,598.4494376537676,,,,,,,,,,,,,,,,
597.7054254223171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,118.6148855591291,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,394.9393368788107,,,,,,,,,,,,,,,,,
,,,,372.15697708100987,,,,,,,,,,,,,,,,,,,,,,,,,,
,,409.2047280944356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1052.534253854156,,,,,,,,,,,,,,,,,,,,,,,,
,368.6507647991757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,606.7639301432758,,,,,,,,,,,,,,,,,,,,
,,,,,,,616.8900701292807,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,822.4500706570434,,,,,,,,,,,,,,,
,,,625.3994238526991,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,369.4275440555178,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1101.8084210435788,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,141.95498076055884,,,,,,,,,,,,,,,,,,
,,,,,164.4982484932299,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,384.8554322619671,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,641.8359843311913,,,,,,,,,,,,,,,,
849.786574649958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,580.84343204662,,,,,,,,,,,,,,,,,
,,613.4977662887667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,623.1303104499729,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,783.0162671694934,,,,,,,,,,,,,,,,,,,,,,,
,614.3578411409726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,605.0533775313644,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,642.5179170726062,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,150.55729337928543,,,,,,,,,,,,,,,,,,
,,,576.2407317481023,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,412.5943837476651,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,442.58089453309105,,,,,,,,,,,,,,,
,,,,,,,,194.63187134264882,,,,,,,,,,,,,,,,,,,,,,
,,,,,403.4901725791991,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,580.557836489916,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1027.4425489747875,,,7330,0.001482559237138048,0.2,20406.505859375,0.0003,37492.71382293701,0.1416351318359375,0.220195934176445,0.14027458429336548,0.012524437,1.29587161866948,,,,
382.1821481600043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1097.3953352495491,,,,,,,,,,,,,,,,,,,,,
,,,,809.9032619943025,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,840.2258761951496,,,,,,,,,,,,,,,,,,,,,,,
,,420.4696202226504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,375.74498358894635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165.72394147185844,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,145.92870586024407,,,,,,,,,,,,,,,,,,
,,,,,,850.6170967719488,,,,,,,,,,,,,,,,,,,,,,,,
,,,622.2966441443335,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,374.1680207081814,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,611.0700816966861,,,,,,,,,,,,,,,
,,,,,,,,375.4829321260502,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,595.4602594127562,,,,,,,,,,,,,,,,
,,,,,1060.1730408862861,,,,,,,,,,,,,,,,,,,,,,,,,
593.1886643978652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1017.8229440313887,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,864.700589470559,,,,,,,,,,,,,,,,,
,,,,1005.1680363635815,,,,,,,,,,,,,,,,,,,,,,,,,,
,,598.5657575022786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,824.9973514982219,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,163.78681739948942,,,,,,,,,,,,,,,,,,
,,,,,,,,,,173.84513747638937,,,,,,,,,,,,,,,,,,,,
,,,,,,824.4266532353638,,,,,,,,,,,,,,,,,,,,,,,,
,412.10989693468855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1042.362690771449,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,614.5351491630204,,,,,,,,,,,,,,,,,,,
,,,,,,,,813.58912484766,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1082.391326076266,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,630.5848982353161,,,,,,,,,,,,,,,,
,,,,,1261.985332425675,,,,,,,,,,,,,,,,,,,,,,,,,
834.3685757101096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1062.4796667849625,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,595.0819905836612,,,,,,,,,,,,,,,,,
,,572.7169921150369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,152.4161250101113,,,,,,,,,,,,,,,,,,
,,,,623.1670437395856,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,605.0370093194236,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1023.8184410132835,,,,,,,,,,,,,,,,,,,,
,,,,,,600.0087586236968,,,,,,,,,,,,,,,,,,,,,,,,
,,,1040.24457326341,,,,,,,,,,,,,,,,,,,,,,,,,,,
,638.2129588591063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,623.7900624243738,,,,,,,,,,,,,,,,,,,
,,,,,,,,817.2607813553225,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,826.7157254048382,,,,,,,,,,,,,,,
,,,,,799.8616128162743,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,633.8336407173081,,,,,,,,,,,,,,,,
,,,,,,,,,364.0583615123361,,,,,,,,,,,,,,,,,,,,,
1024.343095867115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,605.2321442187588,,,,,,,,,,,,,,,,,
,,394.0766607000518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,787.6503315914417,,,,,,,,,,,,,,,,,,,,
,,,,,,,598.2374136973255,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,178.38873407466298,,,,,,,,,,,,,,,,,,
,,,,601.9379624133028,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,435.95937652863984,,,,,,,,,,,,,,,,,,,,,,,,
,,,1074.1249116905624,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,573.412345834114,,,,,,,,,,,,,,,,,,,,,,
,1275.2068966446545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,637.6889001999205,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1278.817578589231,,,,,,,,,,,,,,,
,,,,,171.6656557321528,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,831.2272511218634,,,,,,,,,,,,,,,,
807.375911424052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,578.6554896578871,,,,,,,,,,,,,,,,,
,,,,,,,,,418.3051492828439,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,145.2576704805967,,,,,,,,,,,,,,,,,,
,,1022.6502966691066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,380.8597573773435,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,840.814660820537,,,,,,,,,,,,,,,,,,,,
,,,,606.1985250063359,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,577.7354519609123,,,,,,,,,,,,,,,,,,,,,,,,
,,,1026.6720227056212,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,830.2116941590712,,,,,,,,,,,,,,,,,,,,,,
,835.3484041778111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,829.1511120761019,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,592.7236968471389,,,,,,,,,,,,,,,
,,,,,824.208861846603,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,824.8088524853968,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,821.8688093788326,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,141.00820639561874,,,,,,,,,,,,,,,,,,
,,,,,,,,,595.7065328512592,,,,,,,,,,,,,,,,,,,,,
616.9139183002682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,582.0025455842194,,,,,,,,,,,,,,,,,,,,
,,618.6389270618608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,637.9958098503017,,,,,,,,,,,,,,,,,,,,,,,
,,,,605.484526330781,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1063.069494735425,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,363.7450632842134,,,,,,,,,,,,,,,,,,,,,,
,,,820.1481928241549,,,,,,,,,,,,,,,,,,,,,,,,,,,
,570.848269922991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,341.2280520078835,,,,,,,,,,,,,,,
,,,,,,,,,,,382.2516744068813,,,,,,,,,,,,,,,,,,,
,,,,,787.7898478052615,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,157.0563505449199,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,609.8022428713007,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,188.93190065014008,,,,,,,,,,,,,,,,
,,,,,,,,,848.5217320479582,,,,,,,,,,,,,,,,,,,,,
634.7965844244986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,629.8092625446606,,,,,,,,,,,,,,,,,,,,
,,,,810.679990453272,,,,,,,,,,,,,,,,,,,,,,,,,,
,,419.36853443125284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,378.1797115964413,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,24096000,0.55,779.6658202399999,59.74
,,,,,,,,592.8051779615802,,,,,,,,,,,,,,,,,,,,,,
,,,782.5060167224887,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,613.5130011487076,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,997.7209656958814,,,,,,,,,,,,,,,
,147.94977870942404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1041.3192072042295,,,,,,,,,,,,,,,,,,,
,,,,,606.7301932583593,,,,,,,,,,,7340,0.0014788161029173352,0.2,13917.142578125,0.0003,37436.385639953616,0.1359375,0.218483567237854,0.20603781938552856,0.008362645,1.3312177803367375,,,,
,,,,,,,,,,,,134.17126480809245,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,799.1478267048051,,,,,,,,,,,,,,,,
372.95242377433203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,627.3232846510317,,,,,,,,,,,,,,,,,
,,,,,,,,,,366.33738629169153,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642.7589697498029,,,,,,,,,,,,,,,,,,,,,
,,,,379.6688495047357,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,818.8278372923776,,,,,,,,,,,,,,,,,,,,,,,
,,603.9955829966677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1039.2730155026204,,,,,,,,,,,,,,,,,,,,,,
,,,,,,822.6348194285935,,,,,,,,,,,,,,,,,,,,,,,,
,,,1291.47445049178,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1051.6174749350214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,632.8204591651238,,,,,,,,,,,,,,,
,,,,,,,,,,,,140.37808739612342,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,612.0276518808,,,,,,,,,,,,,,,,,,,
,,,,,402.8647713297561,,,,,,,,,,,,,,,,,,,,,,,,,
541.427690262725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,607.9014658619956,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,646.2572185849367,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,848.2781680489464,,,,,,,,,,,,,,,,,
,,,,,,,,,399.9629056488962,,,,,,,,,,,,,,,,,,,,,
,,,,,,,579.0709560538602,,,,,,,,,,,,,,,,,,,,,,,
,,,,1052.081029201371,,,,,,,,,,,,,,,,,,,,,,,,,,
,,851.6682669506674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
