reward/env_4,reward/env_7,reward/env_2,reward/env_1,reward/env_6,reward/env_0,reward/env_9,reward/env_15,reward/env_3,reward/env_13,reward/env_8,reward/env_11,reward/env_14,reward/env_10,reward/env_5,reward/env_12,train/learning_rate,train/entropy_loss,train/clip_fraction,train/std,train/policy_gradient_loss,train/n_updates,train/value_loss,train/loss,train/clip_range,train/explained_variance,train/approx_kl,eval/success_rate,eval/mean_ep_length,time/total_timesteps,eval/mean_reward
,,,,790.0333517730569,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,333.94052913695384,,,,,,,,,,,,,,,,,,,
,,760.1699633620105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1208.6156771517644,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1007.3632215230575,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,957.9262943701411,,,,,,,,,,,,,,,,
,,,,,1247.7399323203888,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1228.606650345678,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1011.3836237701222,,,,,,,,,,,,,,,,,,,,,
,,,600.3013711900039,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,807.5469380956262,,,,,,,,,,,,,,,
,,,,,,,,,,,,964.8248283318364,,,,,,,,,,,,,,,,,,
,,,,,,1207.9874380411534,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1197.6631962134309,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,974.2794070027079,,,,,,,,,,,,,,,,,,,,
,,,,,,,785.2686735078,,,,,,,,,,,,,,,,,,,,,,,
781.3681467130158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,770.4566111215848,,,,,,,,,,,,,,,,,
,1203.6946538266673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,963.9542104445936,,,,,,,,,,,,,,,,
,,,,1240.7392863992861,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,756.0973343902017,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1170.6269811563695,,,,,,,,,,,,,,,
,,,1245.3208529063077,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1245.6263197938283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1006.9003894848778,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,778.7599219712824,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,972.5542666540647,,,,,,,,,,,,,,,,,,
,,,,,,995.2584599057366,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1179.4561025578116,,,,,,,,,,,,,,,,,,,
771.9566688437204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,746.863207269733,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1213.6676664420525,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,764.2607678933524,,,,,,,,,,,,,,,
,,,,,,,,,,1000.450407928174,,,,,,,,,,,,,,,,,,,,
,1006.2199571894358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1231.4018774559672,,,,,,,,,,,,,,,,
,,971.9552339280477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,978.5943777462259,,,,,,,,,,,,,,,,,,,,,,
,,,1220.9224242947507,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,945.7369400590838,,,,,,,,,,,,,,,,,
,,,,,789.979683007725,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1211.9185185399215,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,577.0350945039156,,,,,,,,,,,,,,,,,,
,,,,,,1187.316920187062,,,,,,,,,,,,,,,,,,,,,,,,
986.7855384936504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1246.0214555033624,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,975.7205482627809,,,,,,,,,,,,,,,
,,,,979.0345832467758,,,,,,,,,,,,,,,,,,,,,,,,,,
,,743.312877221392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,986.1704682233127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1248.0611571924094,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1001.747016761789,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1210.9402102096503,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1239.4674316612302,,,,,,,,,,,,,,,,
,,,,,,,,,986.2938430264255,,,,,,,,,,,,,,,,,,,,,
,,,,,1030.0743195987789,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1024.4295130517426,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,793.6277647390812,,,,,,,,,,,,,,,,,
,,,,,,1176.9392593280154,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1199.6763919312045,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,788.4190356135114,,,,,,,,,,,,,,,,,,
,766.2360046331787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,977.1554883217883,,,,,,,,,,,,,,,,,,,,,,,,,,
1205.1431354875117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1204.3365180229932,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1148.8103145823418,,,,,,,,,,,,,,,,
,,,,,,,,,1164.2723073343197,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,998.2115343895833,,,,,,,,,,,,,,,,,,,,,,
,,995.264596824698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1005.7096081924134,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,811.5176440238395,,,,,,,,,,,,,,,,,,,,
,,,978.3276423186938,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,973.9485644735199,,,,,,,,,,,,,,,,,
,,,,,1021.4971426211177,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1179.4461890443613,,,,,,,,,,,,,,,,,,,
,,,,,,950.7662177494836,,,,,,,,,,,,,,,,,,,,,,,,
,,,,957.9045939749216,,,,,,,,,,,,,,,,,,,,,,,,,,
960.7507605474973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,789.8550912117923,,,,,,,,,,,,,,,,,,
,783.6785373457681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,760.6413887484589,,,,,,,,,,,,,,,,
,,,,,,,,,752.8594785341608,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,964.2776611666371,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,996.6381167453443,,,,,,,,,,,,,,,
,,,,,,,,,,1185.412123029781,,,,,,,,,,,,,,,,,,,,
,,,954.4110445616546,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,775.6902106072001,,,,,,,,,,,,,,,,,,,,,,,
,,590.3605939090987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,796.5505789872789,,,,,,,,,,,,,,,,,
,,,,,959.9403263435428,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1188.7712680203122,,,,,,,,,,0.0003,-5.438872720673681,0.100335693359375,0.6177482008934021,-0.002280582832281652,780,29421.52643737793,12317.9521484375,0.2,-0.007615208625793457,0.008488875,,,,
,,,,,,,,,,,995.3631881172644,,,,,,,,,,,,,,,,,,,
,927.5831206180121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1215.7288392409057,,,,,,,,,,,,,,,,,,
,,,,,,,,,963.6335410387168,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,951.9943226295387,,,,,,,,,,,,,,,,,,,,
1249.1747414086256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1177.8723390167347,,,,,,,,,,,,,,,,
,,,,1023.0083983262757,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,976.4622100825118,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,995.2635813317322,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,789.5978224838155,,,,,,,,,,,,,,,,,,,,,,,
,,979.0131901640874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1261.6009336477928,,,,,,,,,,,,,,,
,,,,,1198.2096657793031,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1026.331705977266,,,,,,,,,,,,,,,,,
,,,,,,977.6672261860091,,,,,,,,,,,,,,,,,,,,,,,,
,1211.6234334774629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1198.9912868675615,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1204.3434468249038,,,,,,,,,,,,,,,,,,,
,,,,,,,481.0403598056417,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,999.8112586131981,,,,,,,,,,,,,,,,,,
971.4630649358854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1226.7737529275855,,,,,,,,,,,,,,,,
,,,,,,,,,,1005.421307375986,,,,,,,,,,,,,,,,,,,,
,,,,544.9368787275514,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,994.2232365109315,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1008.6100930164737,,,,,,,,,,,,,,,
,,,1186.2041227335274,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1185.2711078656887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,967.6215772329751,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,806.2199822368341,,,,,,,,,,,,,,,,,
,,,,,,1228.8974443252214,,,,,,,,,,,,,,,,,,,,,,,,
,1218.343005765385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1230.3448759644925,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,754.1131667558537,,,,,,,,,,,,,,,,,,,
977.2174505638892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1010.6015555789666,,,,,,,,,,,,,,,,,,
,,,,,,,1215.078032468255,,,,,,,,,,,,,,,,,,,,,,,
,,975.3251281233382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1005.6821394908886,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,745.4426463050434,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1014.9782534189083,,,,,,,,,,,,,,,,
,,,963.6273574870426,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1209.5446625629334,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1222.6907237926675,,,,,,,,,,,,,,,,,,,,
,,,,,997.6581486530524,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,970.996448511732,,,,,,,,,,,,,,,,,
,989.122733986577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1204.3422462180636,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1209.9061911938284,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,54.83,2592000,760.4573558699999
,,1179.85396710753,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1219.813461289984,,,,,,,,,,,,,,,,,,,
1222.9926120587538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1227.745998390375,,,,,,,,,,,,,,,,,,
,,,,,,,1185.7290143020523,,,,,,,,,,,,,,,,,,,,,,,
,,,,989.1764710134414,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,986.9538460806805,,,,,,,,,,,,,,,,
,,,809.0647793648378,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1197.99100923387,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,773.844701112899,,,,,,,,,,,,,,,
,,,,,,,,1229.6629832010199,,,,,,,,,,,,,,,,,,,,,,
,,,,,1190.9364364624091,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1188.3992249900734,,,,,,,,,,,,,,,,,
,737.096190358105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,767.3932023443175,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,942.4849439720538,,,,,,,,,,,,,,,,,,,,,
,,928.0176882641584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,969.3832531411366,,,,,,,,,,,,,,,,,,,
,,,,709.375992700255,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1009.0702146041779,,,,,,,,,,,,,,,,,,,,,,,
,,,964.1936330896191,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1004.5264574295591,,,,,,,,,,,,,,,,,,
1237.9235553324988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,995.7840310754069,,,,,,,,,,,,,,,,
,,,,,,,,977.9439385485309,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1212.047565200196,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1017.042555673305,,,,,,,,,,,,,,,
,,,,,1204.993674887007,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1231.555483669114,,,,,,,,,,,,,,,,,
,971.024335683579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1151.2190979015782,,,,,,,,,,,,,,,,,,,
,,,,,,987.8647360916518,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,749.292445227086,,,,,,,,,,,,,,,,,,,,,
,,758.7894566832941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,576.1310507429242,,,,,,,,,,,,,,,,,,,,,,,,,,
1180.9775376207176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1184.6143439289845,,,,,,,,,,,,,,,,,,,,
,,,,,,,1197.245596834266,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,983.4162229837793,,,,,,,,,,,,,,,,,,
,,,990.1931707023141,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1180.471077839276,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1171.4123810539982,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1200.7224135494962,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,985.6230127360117,,,,,,,,,,,,,,,,,
,948.6020663142957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1214.2941694720726,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,726.8099187939237,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1194.7852182676045,,,,,,,,,,,,,,,,,,,
,,,,,,1246.9383051241773,,,,,,,,,,,,,,,,,,,,,,,,
,,977.2611280755345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1015.7480110346644,,,,,,,,,,,,,,,,,,,,,,,,,,
1207.659879127424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,743.4956288248877,,,,,,,,,,,,,,,,,,
,,,,,,,1197.3122616602855,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,784.5872449314635,,,,,,,,,,,,,,,,,,,,
,,,,,,,,965.6974002183622,,,,,,,,,,,,,,,,,,,,,,
,,,1237.99795782637,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,988.7541796638616,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,987.2700391355899,,,,,,,,,,,,,,,
,,,,,,,,,,,,,927.1778825731042,,,,,,,,,,,,,,,,,
,948.9794743648224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1212.6364989750978,,,,,,,,,,,,,,,,,,,
,,,,,,,,,780.4112125667375,,,,,,,,,,,,,,,,,,,,,
,,,,,1022.9900190244873,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,735.772977513772,,,,,,,,,,,,,,,,,,,,,,,,
,,,,950.0237260330272,,,,,,,,,,,,0.0003,-5.415503176301717,0.0799530029296875,0.6154568195343018,-8.777975926932413e-06,790,25478.58306732178,15339.2734375,0.2,0.09403115510940552,0.005399242,,,,
,,785.0273839795507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,767.3597802141269,,,,,,,,,,,,,,,,,,,,,,,
,,,1185.3457974729263,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222.8558810584805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1194.2052642676904,,,,,,,,,,,,,,,,,,
,,,,,,,,995.2934314526477,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,351.66146135262437,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,974.0127145742711,,,,,,,,,,,,,,,
,1194.1496703962464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1216.3057566534621,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1015.7262590204116,,,,,,,,,,,,,,,,,
,,,,,951.0926175668316,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,742.3891383829653,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1182.0805974159805,,,,,,,,,,,,,,,,,,,
,,,,,,1211.7102544796933,,,,,,,,,,,,,,,,,,,,,,,,
,,,,740.2105900742652,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,740.2999567347557,,,,,,,,,,,,,,,,,,,,,,,
,,,1194.1178292318723,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,732.7191426017339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,752.7709719930729,,,,,,,,,,,,,,,,,,
972.9407936247601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,949.7107473733165,,,,,,,,,,,,,,,,,,,,
,965.3392159174933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1211.3674444584424,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1215.9154665038955,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,966.1593910625446,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1235.131937997592,,,,,,,,,,,,,,,,,
,,,,,1209.2304209118254,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,762.1165164427845,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,981.1109055853321,,,,,,,,,,,,,,,,,,,
,,,,745.3419292869434,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,991.2611854599014,,,,,,,,,,,,,,,,,,,,,,,,
,,,996.401776909646,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1199.0892067356758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1267.4138041472706,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,998.658315093023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,513.1692423356742,,,,,,,,,,,,,,,
768.2469383470772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,949.8983826997753,,,,,,,,,,,,,,,,
,,,,,,,,,,1241.5431413687122,,,,,,,,,,,,,,,,,,,,
,1265.3301606801078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,772.0168965411387,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1203.7866172929794,,,,,,,,,,,,,,,,,
,,,,,,,,,748.3351094803587,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,973.2633794735048,,,,,,,,,,,,,,,,,,,
,,,,,1214.715347890461,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,748.8905278115899,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,998.1680431278953,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1017.3666169276546,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1205.229870444363,,,,,,,,,,,,,,,,,,,,,,,
,,1015.0135965723191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1218.1348121107994,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1241.1622636524858,,,,,,,,,,,,,,,
1033.7726559934595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,782.4948955106948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,814.8517586295454,,,,,,,,,,,,,,,,
,,,,,,,,,,1005.8827596501369,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,553.8791954975148,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1003.8522590071137,,,,,,,,,,,,,,,,,
,,,,,,,,1256.394360771937,,,,,,,,,,,,,,,,,,,,,,
,,,,723.6569816312519,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,993.9345851548538,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,548.9069026332216,,,,,,,,,,,,,,,,,,,
,,,986.9907528201089,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1199.8005107337044,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1209.4588685018473,,,,,,,,,,,,,,,,,,,,,,,,
,,1249.4332354671437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,816.0957536178746,,,,,,,,,,,,,,,,,,
,,,,,,,,,,952.7617486033462,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,534.4567999697572,,,,,,,,,,,,,,,
,,,,,,,,,552.0357566655383,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1013.8293298669357,,,,,,,,,,,,,,,,
,1248.0635096033977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055.0020248547075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,987.2985504499414,,,,,,,,,,,,,,,,,
,,,,,,,,1235.133508089689,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,956.1223398370597,,,,,,,,,,,,,,,,,,,
,,,,995.1627134697121,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1192.9252900360218,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,760.6810407436282,,,,,,,,,,,,,,,,,,,,,,,
,,,1278.6201764081538,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1248.3848717153364,,,,,,,,,,,,,,,,,,,,,,,,
,,1016.1441783104761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1224.8412041088366,,,,,,,,,,,,,,,,,,,,,
1182.0907118553368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1004.1371774598207,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,939.3105022459773,,,,,,,,,,,,,,,
,997.3280902714923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1247.076683040924,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1196.2436776667207,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1229.5790283340652,,,,,,,,,,,,,,,,
,,,,913.7933894701412,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1189.6165693403082,,,,,,,,,,,,,,,,,,,
,,,,,,,,773.0477243461473,,,,,,,,,,,,,,,,,,,,,,
,,,,,1244.366645792517,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,742.8783065068606,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1001.5345467082682,,,,,,,,,,,,,,,,,,,,,,,,
,,,1193.8816586665366,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,730.8497259246858,,,,,,,,,,,,,,,
,,,,,,,,,767.0585307018171,,,,,,,,,,,,,,,,,,,,,
,736.4523505950963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,741.9136552424686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,787.329027225468,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,978.7289306311983,,,,,,,,,,,,,,,,,
1219.9477297874525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1203.3452052218443,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1202.8457177283253,,,,,,,,,,,,,,,,
,,,,1192.8209496835664,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1215.3904618159306,,,,,,,,,,,,,,,,,,,
,,,,,,,,1235.7043577719878,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,56.38,2640000,848.64646696
,,,,,973.4989513875855,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1025.800974381196,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1209.5387739846528,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,964.6946527699718,,,,,,,,,,,,,,,
,,,985.9854258851085,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1197.2661576695216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
