reward/env_14,reward/env_12,reward/env_6,reward/env_4,reward/env_13,reward/env_11,reward/env_3,reward/env_9,reward/env_1,reward/env_5,reward/env_2,reward/env_0,reward/env_7,reward/env_15,reward/env_8,reward/env_10,train/entropy_loss,train/n_updates,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/learning_rate,train/std,train/approx_kl,train/loss,eval/mean_ep_length,eval/mean_reward,eval/success_rate,time/total_timesteps
,,,,,,,,,,823.4889495280082,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,555.5534681240188,,,,,,,,,,,,,,,,,,,
,,,,758.6687226279768,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1007.9943740215483,,,,,,,,,,,,,,,,,,
,,526.2695473955775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,738.5254372001247,,,,,,,,,,,,,,,,,,,,,,,,
1021.544947134309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,522.295735409814,,,,,,,,,,,,,,,
,,,,,,,,553.529573306762,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,365.200624179202,,,,,,,,,,,,,,,,
,,,,,,,,,347.29764928873277,,,,,,,,,,,,,,,,,,,,,
,,,,,560.2029793260818,,,,,,,,,,,,,,,,,,,,,,,,,
,,,103.0013697127793,,,,,,,,,,,,,,,,,,,,,,,,,,,
,340.2727543158326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,733.6527791499194,,,,,,,,,,,,,,,,,,,,
,,,,745.5558696815685,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,153.1258969952741,,,,,,,,,,,,,,,,,
,,,,,,,,,,,341.967275993982,,,,,,,,,,,,,,,,,,,
,,,,,,,557.3868661775462,,,,,,,,,,,,,,,,,,,,,,,
,,350.1802237438809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,783.0413541521832,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,780.0768344300535,,,,,,,,,,,,,,,
,,,,,,579.2102512158007,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,322.2483825562507,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,576.1758075593829,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,977.5051336144628,,,,,,,,,,,,,,,,
,,,,,799.2622712983532,,,,,,,,,,,,,,,,,,,,,,,,,
592.9615378399209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,58.09,656.0241477500001,0.46,3072000
,,,144.3217879644762,,,,,,,,,,,,,,,,,,,,,,,,,,,
,774.6803088171912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,133.8530124871036,,,,,,,,,,,,,,,,,
,,,,,,,,,,,325.21446730723824,,,,,,,,,,,,,,,,,,,
,,,,581.7202864452477,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,773.4981393864825,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,745.9963795210031,,,,,,,,,,,,,,,,,,
,,,,,,,,,748.6543406381767,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,102.08657061874207,,,,,,,,,,,,,,,,,,,,,,
,,357.1199528332902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,623.009574241784,,,,,,,,,,,,,,,,,,,,,,,
,,,,,752.6674728666317,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1029.9039866805676,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,737.6483753067196,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,587.7081230430769,,,,,,,,,,,,,,,
998.6964156238868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,108.06190896769445,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90.47001997224552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,503.8166127233608,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,556.1988361090573,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,303.3487461067046,,,,,,,,,,,,,,,,,,,,
,,,,991.39823581916,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,155.0089732253163,,,,,,,,,,,,,,,,,
,,,,,,,,,337.67039402428617,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,137.63043470767073,,,,,,,,,,,,,,,,,,,,,,
,,744.2318152493391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1004.7674627806495,,,,,,,,,,,,,,,,,,,,,,,
,,,,,558.1555858386257,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,787.9873885164411,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,543.9160214551351,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,785.5079200815338,,,,,,,,,,,,,,,
,,,138.72084195064886,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046.4066484157306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,780.3795971659316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,91.66508607809494,,,,,,,,,,,,,,,,,
,,,,,,,,,,1203.2593856099284,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1006.1951845009473,,,,,,,,,,,,,,,,,,,
,,,,774.0491252561662,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,597.0931087624394,,,,,,,,,,,,,,,,,,
,,,,,,,,,765.4045630958329,,,,,,,,,,,,,,,,,,,,,
,,,,,,,733.2749879902658,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,122.8499439423229,,,,,,,,,,,,,,,,,,,,,,
,,,,,975.970137304144,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,995.8363371439806,,,,,,,,,,,,,,,
,,593.8212869875204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,786.2452279447186,,,,,,,,,,,,,,,,
,,,,,,590.031271061612,,,,,,,,,,,,,,,,,,,,,,,,
,,,104.41755268394427,,,,,,,,,,,,,,,,,,,,,,,,,,,
980.0377316234013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,976.7916532276682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,146.03946783456414,,,,,,,,,,,,,,,,,
,,,,,,,,,,,969.980718668309,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,572.1282755184983,,,,,,,,,,,,,,,,,,,,
,,,,,,,,87.03934833968434,,,,,,,,,,,,,,,,,,,,,,
,,,,782.0033730218826,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,812.0310586304146,,,,,,,,,,,,,,,,,,
,,,,,,,,,785.8411371402082,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1215.7925865602824,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1015.2472428624236,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,969.6740832913307,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,540.9019395572197,,,,,,,,,,,,,,,
,,,116.03753582373125,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,323.84681999459633,,,,,,,,,,,,,,,,
,,575.8676170141808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773.6169532156173,,,,,,,,,,,,,,,,-4.907119010016322,930,46655.335821533205,0.086279296875,0.0011394758896130952,0.04820173978805542,0.2,0.0003,0.5732318758964539,0.007288809,23222.35546875,,,,
,,,,,,,,,,,,,102.01077671102311,,,,,,,,,,,,,,,,,
,801.2392033439733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,998.1040346461847,,,,,,,,,,,,,,,,,,,
,,,,,,,,102.25311537558389,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,755.7403525561447,,,,,,,,,,,,,,,,,,,,
,,,,329.596380894597,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,981.4916302163228,,,,,,,,,,,,,,,,,,
,,,,,,,,,1195.3999054649591,,,,,,,,,,,,,,,,,,,,,
,,,,,763.7975491447905,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,563.3062936963547,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1009.0281834531331,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1226.4964852344606,,,,,,,,,,,,,,,
,,,127.52856402753218,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,545.1804076408267,,,,,,,,,,,,,,,,
,,745.3429854374532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000.2160531704087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,111.35303917456554,,,,,,,,,,,,,,,,,
,,,,,,,,,,,780.1742398247472,,,,,,,,,,,,,,,,,,,
,,,,,,,,106.2312262499031,,,,,,,,,,,,,,,,,,,,,,
,579.7970953611054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,307.93434776450215,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1029.8979776916833,,,,,,,,,,,,,,,,,,,,
,,,,340.8537302705127,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1227.526691281991,,,,,,,,,,,,,,,,,,
,,,,,,,968.5846581508998,,,,,,,,,,,,,,,,,,,,,,,
,,,,,533.0813185058616,,,,,,,,,,,,,,,,,,,,,,,,,
,,,102.88435281344769,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,976.0137141934578,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,567.0807263105343,,,,,,,,,,,,,,,
,,768.8530141292003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768.9242424484245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,97.67378756824192,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,816.9045768889112,,,,,,,,,,,,,,,,
,950.4589285295685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,156.29011817440616,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,543.5975576236422,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,788.2353834279963,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,535.7057135086918,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1019.3479594132663,,,,,,,,,,,,,,,,,,
,,,,617.6982888641699,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,808.9344033428665,,,,,,,,,,,,,,,,,,,,,,,
,,,165.13492287728235,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,542.6397215375906,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,549.7448476817692,,,,,,,,,,,,,,,
,,,,,,803.8736796788712,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,751.0607512370674,,,,,,,,,,,,,,,,
,,817.3255634140252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,126.16301281044566,,,,,,,,,,,,,,,,,
1208.2447469040644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,747.032271822304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,546.3064163776049,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,150.80619556192957,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1031.1987449415194,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,801.9343407956571,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1010.7017362288088,,,,,,,,,,,,,,,,,,
,,,,,,,755.2063085412884,,,,,,,,,,,,,,,,,,,,,,,
,,,,342.59164512676585,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,122.06780223985363,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,349.7254911098066,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,760.9671435621705,,,,,,,,,,,,,,,,
,,,,,1009.7652947593958,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,99.76388904918237,,,,,,,,,,,,,,,,,
976.7900079750846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,581.7482429973259,,,,,,,,,,,,,,,,,,,,,,,,
,,774.4625513013748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,323.33186360804746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,753.7068020733716,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,134.55923857444247,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,755.3284469244802,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1011.4473871204433,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,818.6344407736627,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,85.56417081767637,,,,,,,,,,,,,,,,,
,,,157.3194904446114,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,798.562386578981,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,770.0622014330264,,,,,,,,,,,,,,,,
,,,,,,,386.447412497199,,,,,,,,,,,,,,,,,,,,,,,
,,,,,338.54013718140675,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1016.2376709727407,,,,,,,,,,,,,,,
1025.5210688618595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,802.4062346544349,,,,,,,,,,,,,,,,,,,,,,,,
,,583.3657354376999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,813.4336713257552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,104.4031916521966,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,571.4914738701248,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,830.5165222541203,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1202.4661270463005,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,117.15467881411828,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,765.0339277759258,,,,,,,,,,,,,,,,
,,,141.45972713031375,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,810.2576512824642,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,566.8638685017119,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,626.7895966446288,,,,,,,,,,,,,,,,,,
,,,,,556.5147589475293,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,131.586552155125,,,,,,,,,,,,,,,
,,,,,,759.647833285523,,,,,,,,,,,,,,,,,,,,,,,,
330.86955140720875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,559.3443784427684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1021.8027890269848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,139.0996679503472,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,371.4156428583852,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,797.8210054749845,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,131.1433003268337,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1239.9025546580874,,,,,,,,,,,,,,,,,,,
,,,103.10957592303915,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,59.18,479.95599569000007,0.3,3120000
,,,,959.7862439291351,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,795.2880891890736,,,,,,,,,,,,,,,,
,,,,,,,534.9194338187477,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,719.4949338332651,,,,,,,,,,,,,,,,,,
,,,,,970.8638558822247,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,555.1909379098533,,,,,,,,,,,,,,,,,,,,,,,,
820.068327762547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,588.0216126622495,,,,,,,,,,,,,,,
,,803.5480384867267,,,,,,,,,,,,,,-4.883898795768618,940,45039.48566589355,0.0946014404296875,0.0007459688661583641,0.035028696060180664,0.2,0.0003,0.5716592669487,0.009897905,22320.814453125,,,,
,,,,,,,,90.75434335187352,,,,,,,,,,,,,,,,,,,,,,
,374.10830184416847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,992.6995912267175,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,967.6412523289162,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,791.2229446362281,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,137.99111073985262,,,,,,,,,,,,,,,,,
,,,,770.2848992705362,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,447.1303075507141,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,568.2597489648908,,,,,,,,,,,,,,,,
,,,,,,,,,,,,768.5117639955791,,,,,,,,,,,,,,,,,,
